Date,Package,Title
3/12/16,fermicatsR,Fermi Large Area Telescope Catalogs
3/12/16,lazysql,Lazy SQL Programming
3/12/16,mdsdt,Functions for Analysis of Data with General Recognition Theory
3/12/16,PVAClone,Population Viability Analysis with Data Cloning
3/11/16,Dowd,Functions Ported from 'MMR2' Toolbox Offered in Kevin Dowd's Book Measuring Market Risk
3/11/16,dynamicTreeCut,Methods for Detection of Clusters in Hierarchical Clustering Dendrograms
3/10/16,DCODE,List Linear n-Peptide Constraints for Overlapping Protein Regions
3/10/16,ngramrr,A Simple General Purpose N-Gram Tokenizer
3/10/16,nnlasso,Non-Negative Lasso and Elastic Net Penalized Generalized Linear Models
3/10/16,osd,Orthogonal Signal Deconvolution for Spectra Deconvolution in GC-MS and GCxGC-MS Data
3/10/16,rARPACK,Solvers for Large Scale Eigenvalue and SVD Problems
3/10/16,sparsereg,"Sparse Bayesian Models for Regression, Subgroup Analysis, and Panel Data"
3/9/16,carcass,Estimation of the Number of Fatalities from Carcass Searches
3/9/16,digitalPCR,Estimate Copy Number for Digital PCR
3/9/16,NIPTeR,Fast and Accurate Trisomy Prediction in Non-Invasive Prenatal Testing
3/8/16,braidrm,Fitting Dose Response with the BRAID Combined Action Model
3/8/16,OmicKriging,Poly-Omic Prediction of Complex TRaits
3/7/16,dpmr,Data Package Manager for R
3/6/16,jrich,Jack-Knife Support for Evolutionary Distinctiveness Indices I and W
3/5/16,kmlShape,K-Means for Longitudinal Data using Shape-Respecting Distance
3/5/16,palinsol,Insolation for Palaeoclimate Studies
3/4/16,cdom,R Functions to Model CDOM Spectra
3/4/16,hda,Heteroscedastic Discriminant Analysis
3/4/16,nlmrt,Functions for Nonlinear Least Squares Solutions
3/3/16,karaoke,Remove Vocals from a Song
3/3/16,lordif,Logistic Ordinal Regression Differential Item Functioning using IRT
3/2/16,lxb,Fast LXB File Reader
3/2/16,MANCIE,Matrix Analysis and Normalization by Concordant Information Enhancement
3/2/16,Rearrangement,Monotonize Point and Interval Functional Estimates by Rearrangement
2/29/16,LRTH,A Likelihood Ratio Test Accounting for Genetic Heterogeneity
2/29/16,pequod,Moderated Regression Package
2/29/16,PWD,Time Series Regression Using the Power Weighted Densities (PWD) Approach
2/29/16,RCA,Relational Class Analysis
2/29/16,RYandexTranslate,R Interface to Yandex Translate API
2/29/16,tmpm,Trauma Mortality Prediction Model
2/29/16,Weighted.Desc.Stat,Weighted Descriptive Statistics
2/28/16,TestScorer,GUI for Entering Test Items and Obtaining Raw and Transformed Scores
2/28/16,varian,Variability Analysis in R
2/27/16,repolr,Repeated Measures Proportional Odds Logistic Regression
2/25/16,Evomorph,Evolutionary Morphometric Simulation
2/25/16,livechatR,R Wrapper for LiveChat REST API
2/25/16,luzlogr,Lightweight Logging for R Scripts
2/25/16,PBImisc,"A Set of Datasets Used in My Classes or in the Book 'Modele Liniowe i Mieszane w R, Wraz z Przykladami w Analizie Danych'"
2/25/16,wfg,Weighted Fast Greedy Algorithm
2/23/16,linERR,Linear Excess Relative Risk Model
2/23/16,sensory,Simultaneous Model-Based Clustering and Imputation via a Progressive Expectation-Maximization Algorithm
2/22/16,lrequire,"Sources an R ""Module"" with Caching & Encapsulation, Returning Exported Vars"
2/22/16,MuViCP,MultiClass Visualizable Classification using Combination of Projections
2/22/16,spnet,Plotting (Social) Networks on Maps
2/21/16,md,Selecting Bandwidth for Kernel Density Estimator with Minimum Distance Method
2/21/16,vudc,Visualization of Univariate Data for Comparison
2/19/16,clttools,Central Limit Theorem Experiments (Theoretical and Simulation)
2/19/16,rfisheries,'Programmatic Interface to the 'openfisheries.org' API'
2/18/16,microbats,An Implementation of Bat Algorithm in R
2/18/16,minimap,Create Tile Grid Maps
2/17/16,calibrar,Automated Parameter Estimation for Complex (Ecological) Models
2/16/16,kml,K-Means for Longitudinal Data
2/16/16,longitudinalData,Longitudinal Data
2/15/16,fractional,Vulgar Fractions in R
2/15/16,noncompliance,Causal Inference in the Presence of Treatment Noncompliance Under the Binary Instrumental Variable Model
2/15/16,pdftables,Programmatic Conversion of PDF Tables
2/13/16,BonEV,An Improved Multiple Testing Procedure for Controlling False Discovery Rates
2/13/16,TransP,Implementation of Transportation Problem Algorithms
2/12/16,FCMapper,Fuzzy Cognitive Mapping
2/12/16,MCMC.OTU,Bayesian Analysis of Multivariate Counts Data in DNA Metabarcoding and Ecology
2/12/16,WaverR,Data Estimation using Weighted Averages of Multiple Regressions
2/11/16,ionr,Test for Indifference of Indicator
2/11/16,starma,Modelling Space Time AutoRegressive Moving Average (STARMA) Processes
2/11/16,titrationCurves,"Acid/Base, Complexation, Redox, and Precipitation Titration Curves"
2/10/16,exploreR,Tools for Quickly Exploring Data
2/10/16,mvnTest,Goodness of Fit Tests for Multivariate Normality
2/9/16,cooccur,Probabilistic Species Co-Occurrence Analysis in R
2/9/16,FMP,Filtered Monotonic Polynomial IRT Models
2/9/16,loe,Local Ordinal Embedding
2/9/16,Watersheds,Spatial Watershed Aggregation and Spatial Drainage Network Analysis
2/8/16,ClusterStability,Assessment of Stability of Individual Objects or Clusters in Partitioning Solutions
2/8/16,guess,Adjust Estimates of Learning for Guessing
2/8/16,munfold,Metric Unfolding
2/7/16,midastouch,Multiple Imputation by Distance Aided Donor Selection
2/7/16,repmis,Miscellaneous Tools for Reproducible Research
2/7/16,RLogicalOps,Process Logical Operations
2/5/16,rdian,Client Library for The Guardian
2/5/16,TEQR,Target Equivalence Range Design
2/5/16,WikipediaR,R-Based Wikipedia Client
2/4/16,ABCp2,Approximate Bayesian Computational Model for Estimating P2
2/4/16,ABHgenotypeR,Easy Visualization of ABH Genotypes
2/4/16,DiagrammeRsvg,Export DiagrammeR Graphviz Graphs as SVG
2/4/16,elexr,Load Associated Press Election Results with Elex
2/4/16,epandist,Statistical Functions for the Censored and Uncensored Epanechnikov Distribution
2/4/16,Sky,Canopy Openness Analyzer Package
2/4/16,tumgr,Tumor Growth Rate Analysis
2/3/16,rworldmap,Mapping Global Data
2/3/16,sgeostat,An Object-Oriented Framework for Geostatistical Modeling in S+
2/2/16,FastGP,Efficiently Using Gaussian Processes with Rcpp and RcppEigen
2/2/16,patPRO,Visualizing Temporal Microbiome Data
2/2/16,quantileDA,Quantile Classifier
2/1/16,acid,Analysing Conditional Income Distributions
2/1/16,exreport,"Fast, Reliable and Elegant Reproducible Research"
1/31/16,psoptim,Particle Swarm Optimization
1/31/16,tripEstimation,Metropolis Sampler and Supporting Functions for Estimating Animal Movement from Archival Tags and Satellite Fixes
1/30/16,asymLD,Asymmetric Linkage Disequilibrium (ALD) for Polymorphic Genetic Data
1/30/16,cepp,Context Driven Exploratory Projection Pursuit
1/30/16,wildpoker,Best Hand Analysis for Poker Variants Including Wildcards
1/30/16,zooaRch,Analytical Tools for Zooarchaeological Data
1/29/16,IMP,Interactive Model Performance Evaluation
1/28/16,sscor,Robust Correlation Estimation and Testing Based on Spatial Signs
1/27/16,LaplaceDeconv,Laplace Deconvolution with Noisy Discrete Non-Equally Spaced Observations on a Finite Time Interval
1/26/16,distance.sample.size,Calculates Study Size Required for Distance Sampling
1/26/16,SteinIV,Semi-Parametric Stein-Like Estimator with Instrumental Variables
1/25/16,surveyoutliers,Helps Manage Outliers in Sample Surveys
1/24/16,VertexSimilarity,Creates Vertex Similarity Matrix for an Undirected Graph
1/23/16,webreadr,Tools for Reading Formatted Access Log Files
1/22/16,DYM,Did You Mean?
1/21/16,FreqProf,Frequency Profiles Computing and Plotting
1/19/16,igraphinshiny,Use 'shiny' to Demo 'igraph'
1/19/16,pAnalysis,Benchmarking and Rescaling R2 using Noise Percentile Analysis
1/19/16,SNscan,Scan Statistics in Social Networks
1/19/16,SubpathwayLNCE,Identify Signal Subpathways Competitively Regulated by LncRNAs Based on ceRNA Theory
1/18/16,assortnet,Calculate the Assortativity Coefficient of Weighted and Binary Networks
1/18/16,cycleRtools,Tools for Cycling Data Analysis
1/17/16,freqparcoord,Novel Methods for Parallel Coordinates
1/15/16,FDRsampsize,Compute Sample Size that Meets Requirements for Average Power and FDR
1/15/16,sharx,Models and Data Sets for the Study of Species-Area Relationships
1/13/16,BinaryEMVS,Variable Selection for Binary Data Using the EM Algorithm
1/13/16,breakpoint,An R Package for Multiple Break-Point Detection via the Cross-Entropy Method
1/13/16,dChipIO,Methods for Reading dChip Files
1/12/16,CircOutlier,Detection of Outliers in Circular-Circular Regression
1/12/16,msltrend,"Improved Techniques to Estimate Trend, Velocity and Acceleration from Sea Level Records"
1/12/16,networkDynamicData,Dynamic (Longitudinal) Network Datasets
1/12/16,rodd,Optimal Discriminating Designs
1/11/16,gSEM,Semi-Supervised Generalized Structural Equation Modeling
1/11/16,pRF,Permutation Significance for Random Forests
1/8/16,fwi.fbp,Fire Weather Index System and Fire Behaviour Prediction System Calculations
1/8/16,MakefileR,Create 'Makefiles' Using R
1/8/16,vrcp,Change Point Estimation for Regression with Varying Segments and Heteroscedastic Variances
1/7/16,neuroim,Data Structures and Handling for Neuroimaging Data
1/7/16,solarPos,Solar Position Algorithm for Solar Radiation Applications
1/6/16,SimRAD,Simulations to Predict the Number of RAD and GBS Loci
1/6/16,stlplus,Enhanced Seasonal Decomposition of Time Series by Loess
1/5/16,cds,Constrained Dual Scaling for Detecting Response Styles
1/5/16,hiddenf,"The All-Configurations, Maximum-Interaction F-Test for Hidden Additivity"
1/5/16,RImagePalette,Extract the Colors from Images
1/4/16,cg,"Compare Groups, Analytically and Graphically"
1/4/16,LiblineaR.ACF,Linear Classification with Online Adaptation of Coordinate Frequencies
1/4/16,qtlc,Densitometric Analysis of Thin-Layer Chromatography Plates
1/3/16,request,High Level 'HTTP' Client
1/1/16,hwde,Models and Tests for Departure from Hardy-Weinberg Equilibrium and Independence Between Loci
12/31/15,DTR,Estimation and Comparison of Dynamic Treatment Regimes
12/31/15,ParallelPC,Paralellised Versions of Constraint Based Causal Discovery Algorithms
12/30/15,robreg3S,Three-Step Regression and Inference for Cellwise and Casewise Contamination
12/30/15,sdmvspecies,Create Virtual Species for Species Distribution Modelling
12/29/15,Deducer,A Data Analysis GUI for R
12/29/15,xtal,Crystallization Toolset
12/28/15,Rsolnp,General Non-Linear Optimization
12/27/15,MultAlloc,Optimal Allocation in Stratified Sampling
12/26/15,validateRS,One-Sided Multivariate Testing Procedures for Rating Systems
12/24/15,MediaK,Calculate MeDiA_K Distance
12/24/15,multifwf,Read Fixed Width Format Files Containing Lines of Different Type
12/24/15,shock,Slope Heuristic for Block-Diagonal Covariance Selection in High Dimensional Gaussian Graphical Models
12/24/15,XNomial,Exact Goodness-of-Fit Test for Multinomial Data with Fixed Probabilities
12/23/15,batteryreduction,An R Package for Data Reduction by Battery Reduction
12/23/15,BlandAltmanLeh,Plots (Slightly Extended) Bland-Altman Plots
12/22/15,federalregister,Client Package for the U.S. Federal Register API
12/22/15,Lock5withR,Datasets for 'Statistics: Unlocking the Power of Data'
12/22/15,RPublica,ProPublica API Client
12/21/15,clogitboost,Boosting Conditional Logit Model
12/21/15,ltsa,Linear Time Series Analysis
12/21/15,metricsgraphics,Create Interactive Charts with the JavaScript 'MetricsGraphics' Library
12/20/15,depth.plot,Multivariate Analogy of Quantiles
12/19/15,FWDselect,Selecting Variables in Regression Models
12/18/15,granovaGG,Graphical Analysis of Variance Using ggplot2
12/16/15,keep,Arrays with Better Control over Dimension Dropping
12/16/15,rebus.datetimes,Date and Time Extensions for the 'rebus' Package
12/16/15,rebus.numbers,Numeric Extensions for the 'rebus' Package
12/15/15,treecm,Centre of Mass Assessment and Consolidation of Trees
12/14/15,exif,Read EXIF Metadata from JPEGs
12/14/15,hellno,Providing 'stringsAsFactors=FALSE' Variants of 'data.frame()' and 'as.data.frame()'
12/14/15,hpoPlot,Functions for Plotting HPO Terms
12/14/15,LightningR,Tools for Communication with Lightning-Viz Server
12/14/15,vita,Variable Importance Testing Approaches
12/12/15,Frames2,Estimation in Dual Frame Surveys
12/11/15,RXMCDA,Functions to Parse and Create XMCDA Files
12/11/15,SPmlficmcm,Semiparametric Maximum Likelihood Method for Interactions Gene-Environment in Case-Mother Control-Mother Designs
12/10/15,simplegraph,Simple Graph Data Types and Basic Algorithms
12/9/15,pitchRx,Tools for Harnessing 'MLBAM' 'Gameday' Data and Visualizing 'pitchfx'
12/9/15,riskR,Risk Management
12/9/15,rwfec,"R Wireless, Forward Error Correction"
12/9/15,sensitivity2x2xk,Sensitivity Analysis for 2x2xk Tables in Observational Studies
12/8/15,MNS,Mixed Neighbourhood Selection
12/8/15,PAGWAS,Pathway Analysis Methods for Genomewide Association Data
12/7/15,G2Sd,Grain-Size Statistics and Description of Sediment
12/7/15,PIGShift,Polygenic Inverse Gamma Shifts
12/6/15,caRpools,CRISPR AnalyzeR for Pooled CRISPR Screens
12/5/15,sleekts,"4253H, Twice Smoothing"
12/4/15,acp,Autoregressive Conditional Poisson
12/4/15,npIntFactRep,Nonparametric Interaction Tests for Factorial Designs with Repeated Measures
12/4/15,ordiBreadth,Ordinated Diet Breadth
12/3/15,ppcor,Partial and Semi-Partial (Part) Correlation
12/3/15,ryouready,Companion to the Forthcoming Book - R you Ready?
12/3/15,tggd,The Standard Distribution Functions for the Truncated Generalised Gamma Distribution
12/2/15,features,Feature Extraction for Discretely-Sampled Functional Data
12/2/15,kriens,Continuation Passing Style Development
12/2/15,QCSIS,Sure Independence Screening via Quantile Correlation and Composite Quantile Correlation
11/30/15,dsample,Discretization-Based Direct Random Sample Generation
11/30/15,injectoR,R Dependency Injection
11/30/15,lodGWAS,Genome-Wide Association Analysis of a Biomarker Accounting for Limit of Detection
11/30/15,oaColors,OpenAnalytics Colors Package
11/30/15,oaPlots,OpenAnalytics Plots Package
11/30/15,proton,The Proton Game
11/28/15,ELMR,Extreme Machine Learning (ELM)
11/26/15,GroupTest,Multiple Testing Procedure for Grouped Hypotheses
11/25/15,bvarsv,Bayesian Analysis of a Vector Autoregressive Model with Stochastic Volatility and Time-Varying Parameters
11/24/15,pgnorm,The p-Generalized Normal Distribution
11/23/15,ForecastCombinations,Forecast Combinations
11/23/15,SimSeq,Nonparametric Simulation of RNA-Seq Data
11/22/15,lda,Collapsed Gibbs Sampling Methods for Topic Models
11/22/15,tracheideR,Standardize Tracheidograms
11/21/15,FACTMLE,Maximum Likelihood Factor Analysis
11/19/15,s4vd,Biclustering via Sparse Singular Value Decomposition Incorporating Stability Selection
11/18/15,JGEE,Joint Generalized Estimating Equation Solver
11/18/15,jvnVaR,Value at Risk
11/17/15,phylometrics,Estimating Statistical Errors of Phylogenetic Metrics
11/16/15,nCDunnett,Noncentral Dunnett's Test Distribution
11/15/15,sms,Spatial Microsimulation
11/12/15,ptycho,Bayesian Variable Selection with Hierarchical Priors
11/11/15,gbm2sas,Convert GBM Object Trees to SAS Code
11/11/15,steadyICA,ICA and Tests of Independence via Multivariate Distance Covariance
11/11/15,TRD,Transmission Ratio Distortion
11/9/15,CovSel,Model-Free Covariate Selection
11/7/15,LRcontrast,Dose Response Signal Detection under Model Uncertainty
11/7/15,pampe,Implementation of the Panel Data Approach Method for Program Evaluation
11/7/15,phia,Post-Hoc Interaction Analysis
11/7/15,SPCALDA,A New Reduced-Rank Linear Discriminant Analysis Method
11/6/15,easypower,Sample Size Estimation for Experimental Designs
11/6/15,rucm,Implementation of Unobserved Components Model (UCM)
11/5/15,rchess,"Chess Move, Generation/Validation, Piece Placement/ Movement, and Check/Checkmate/Stalemate Detection"
11/5/15,survJamda,Survival Prediction by Joint Analysis of Microarray Gene Expression Data
11/4/15,relen,Compute Relative Entropy
11/4/15,wPerm,Permutation Tests
11/3/15,merror,Accuracy and Precision of Measurements
11/3/15,Phxnlme,Run Phoenix NLME and Perform Post-Processing
11/2/15,RGoogleAnalyticsPremium,Unsampled Data in R for Google Analytics Premium Accounts
11/1/15,DataLoader,Import Multiple File Types
11/1/15,NetSwan,Network Strengths and Weaknesses Analysis
11/1/15,nlrr,Non-Linear Relative Risk Estimation and Plotting
11/1/15,PortRisk,Portfolio Risk Analysis
10/31/15,AlgebraicHaploPackage,Haplotype Two Snips Out of a Paired Group of Patients
10/31/15,corkscrew,Preprocessor for Data Modeling
10/31/15,smss,"Datasets for Agresti and Finlay's ""Statistical Methods for the Social Sciences"""
10/29/15,RNaviCell,Visualization of High-Throughput Data on Large-Scale Biological Networks
10/28/15,RESS,Integrates R and Essentia
10/27/15,ACNE,Affymetrix SNP Probe-Summarization using Non-Negative Matrix Factorization
10/26/15,batman,Convert Categorical Representations of Logicals to Actual Logicals
10/26/15,TDCor,Gene Network Inference from Time-Series Transcriptomic Data
10/25/15,MixedTS,Mixed Tempered Stable Distribution
10/25/15,MPCI,Multivariate Process Capability Indices (MPCI)
10/24/15,CoxPlus,Cox Regression (Proportional Hazards Model) with Multiple Causes and Mixed Effects
10/24/15,jackknifeKME,Jackknife Estimates of Kaplan-Meier Estimators or Integrals
10/24/15,LDAvis,Interactive Visualization of Topic Models
10/23/15,hotspot,Software Hotspot Analysis
10/23/15,imputeYn,Imputing the Last Largest Censored Observation(s) Under Weighted Least Squares
10/23/15,poisson,Simulating Homogenous & Non-Homogenous Poisson Processes
10/22/15,uptimeRobot,Access the UptimeRobot Ping API
10/21/15,MultiRR,"Bias, Precision, and Power for Multi-Level Random Regressions"
10/20/15,eventInterval,Sequential Event Interval Analysis
10/20/15,GSSE,Genotype-Specific Survival Estimation
10/19/15,crop,Graphics Cropping Tool
10/19/15,diezeit,R Interface to the ZEIT ONLINE Content API
10/19/15,HiDimDA,High Dimensional Discriminant Analysis
10/19/15,ksrlive,Identify Kinase Substrate Relationships Using Dynamic Data
10/19/15,RcmdrPlugin.Export,Export R Output to LaTeX or HTML
10/19/15,SimHaz,Simulated Survival and Hazard Analysis for Time-Dependent Exposure
10/18/15,DiscreteWeibull,Discrete Weibull Distributions (Type 1 and 3)
10/17/15,BcDiag,Diagnostics Plots for Bicluster Data
10/16/15,CHsharp,Choi and Hall Style Data Sharpening
10/14/15,covBM,Brownian Motion Processes for 'nlme'-Models
10/14/15,ecotoxicology,Methods for Ecotoxicology
10/13/15,lift,Compute the Top Decile Lift and Plot the Lift Curve
10/13/15,SyncMove,Subsample Temporal Data to Synchronal Events and Compute the MCI
10/13/15,wingui,Advanced Windows Functions
10/12/15,geesmv,Modified Variance Estimators for Generalized Estimating Equations
10/12/15,subspace,Interface to OpenSubspace
10/10/15,HDGLM,Tests for High Dimensional Generalized Linear Models
10/8/15,fastdigest,"Fast, Low Memory-Footprint Digests of R Objects"
10/6/15,elasso,Enhanced Least Absolute Shrinkage and Selection Operator Regression Model
10/5/15,conicfit,"Algorithms for Fitting Circles, Ellipses and Conics Based on the Work by Prof. Nikolai Chernov"
10/5/15,smallarea,Fits a Fay Herriot Model
10/5/15,wqs,Weighted Quantile Sum Regression
10/2/15,GeoBoxplot,Geographic Box Plot
10/2/15,SphericalK,Spherical K-Function
10/1/15,fail,File Abstraction Interface Layer (FAIL)
10/1/15,RcmdrPlugin.EBM,Rcmdr Evidence Based Medicine Plug-in Package
10/1/15,snpEnrichment,SNPs Enrichment Analysis
9/29/15,kernelFactory,Kernel Factory: An Ensemble of Kernel Machines
9/29/15,learNN,Examples of Neural Networks
9/28/15,pdc,Permutation Distribution Clustering
9/28/15,pwrRasch,Statistical Power Simulation for Testing the Rasch Model
9/28/15,rleafmap,Interactive Maps with R and Leaflet
9/27/15,plotpc,Plot Principal Component Histograms Around a Scatter Plot
9/27/15,twostageTE,Two-Stage Threshold Estimation
9/26/15,BCBCSF,Bias-Corrected Bayesian Classification with Selected Features
9/26/15,nivm,Noninferiority Tests with Variable Margins
9/26/15,TTS,Master Curve Estimates Corresponding to Time-Temperature Superposition
9/25/15,nanop,Tools for Nanoparticle Simulation and Calculation of PDF and Total Scattering Structure Function
9/25/15,Skillings.Mack,The Skillings-Mack Test Statistic for Block Designs with Missing Observations
9/25/15,STAND,Statistical Analysis of Non-Detects
9/24/15,meteo,Spatio-Temporal Analysis and Mapping of Meteorological Observations
9/24/15,NostalgiR,Advanced Text-Based Plots
9/23/15,packagetrackr,Track R Package Downloads from RStudio's CRAN Mirror
9/21/15,Rip46,Utils for IP4 and IP6 Addresses
9/20/15,cord,Community Estimation in G-Models via CORD
9/20/15,rcrypt,Symmetric File Encryption Using GPG
9/19/15,crimelinkage,Statistical Methods for Crime Series Linkage
9/18/15,GRTo,Tools for the Analysis of Gutenberg-Richter Distributions of Earthquake Magnitudes
9/18/15,Rtwalk,The R Implementation of the 't-walk' MCMC Algorithm
9/17/15,backtest,Exploring Portfolio-Based Conjectures About Financial Instruments
9/17/15,describer,Describe Data in R Using Common Descriptive Statistics
9/17/15,pro,Point-Process Response Model for Optogenetics
9/16/15,discreteRV,Create and Manipulate Discrete Random Variables
9/16/15,JPEN,Covariance and Inverse Covariance Matrix Estimation Using Joint Penalty
9/16/15,peptider,Evaluation of Diversity in Nucleotide Libraries
9/16/15,readMzXmlData,Reads Mass Spectrometry Data in mzXML Format
9/15/15,lgarch,Simulation and Estimation of Log-GARCH Models
9/15/15,OptGS,Near-Optimal and Balanced Group-Sequential Designs for Clinical Trials with Continuous Outcomes
9/14/15,AutoregressionMDE,Minimum Distance Estimation in Autoregressive Model
9/14/15,LinearRegressionMDE,Minimum Distance Estimation in Linear Regression Model
9/13/15,LGRF,Set-Based Tests for Genetic Association in Longitudinal Studies
9/12/15,GenOrd,Simulation of Discrete Random Variables with Given Correlation Matrix and Marginal Distributions
9/11/15,hashids,Generate Short Unique YouTube-Like IDs (Hashes) from Integers
9/11/15,hindexcalculator,H-Index Calculator using Data from a Web of Science (WoS) Citation Report
9/11/15,regRSM,Random Subspace Method (RSM) for Linear Regression
9/10/15,ThreeGroups,ML Estimator for Baseline-Placebo-Treatment (Three-Group) Experiments
9/9/15,rprintf,Adaptive Builder for Formatted Strings
9/9/15,StatRank,"Statistical Rank Aggregation: Inference, Evaluation, and Visualization"
9/8/15,ftsspec,Spectral Density Estimation and Comparison for Functional Time Series
9/7/15,BioMark,Find Biomarkers in Two-Class Discrimination Problems
9/7/15,brr,Bayesian Inference on the Ratio of Two Poisson Rates
9/7/15,spinyReg,Sparse Generative Model and Its EM Algorithm
9/7/15,ThreeWay,Three-Way Component Analysis
9/6/15,evobiR,Comparative and Population Genetic Analyses
9/5/15,ACSWR,"A Companion Package for the Book ""A Course in Statistics with R"""
9/5/15,PabonLasso,Pabon Lasso Graphs and Comparing Situations of a Unit in Two Different Times
9/4/15,DoubleExpSeq,Differential Exon Usage Test for RNA-Seq Data via Empirical Bayes Shrinkage of the Dispersion Parameter
9/4/15,IASD,Model Selection for Index of Asymmetry Distribution
9/4/15,ICC.Sample.Size,Calculation of Sample Size and Power for ICC
9/4/15,sgt,Skewed Generalized T Distribution Tree
9/3/15,invLT,Inversion of Laplace-Transformed Functions
9/3/15,LifeHist,Life History Models of Individuals
9/2/15,EasyABC,Efficient Approximate Bayesian Computation Sampling Schemes
9/2/15,ParetoPosStable,"Computing, Fitting and Validating the PPS Distribution"
9/2/15,valottery,Results from the Virginia Lottery Draw Games
9/1/15,ash,David Scott's ASH Routines
9/1/15,classGraph,Construct Graphs of S4 Class Hierarchies
9/1/15,eel,Extended Empirical Likelihood
8/31/15,abodOutlier,Angle-Based Outlier Detection
8/31/15,titanic,Titanic Passenger Survival Data Set
8/31/15,ZRA,Dynamic Plots for Time Series Forecasting
8/29/15,dml,Distance Metric Learning in R
8/28/15,cacIRT,Classification Accuracy and Consistency under Item Response Theory
8/28/15,detector,Detect Data Containing Personally Identifiable Information
8/28/15,KERE,Expectile Regression in Reproducing Kernel Hilbert Space
8/28/15,kin.cohort,Analysis of Kin-Cohort Studies
8/28/15,lookupTable,Look-Up Tables using S4
8/26/15,FastBandChol,Fast Estimation of a Covariance Matrix by Banding the Cholesky Factor
8/26/15,generator,Generate Data Containing Fake Personally Identifiable Information
8/25/15,compare,Comparing Objects for Differences
8/25/15,contoureR,Contouring of Non-Regular Three-Dimensional Data
8/25/15,ggplot2movies,Movies Data
8/25/15,ONETr,Efficient Authenticated Interaction with the O*NET API
8/23/15,GUIProfiler,Graphical User Interface for Rprof()
8/23/15,snn,Stabilized Nearest Neighbor Classifier
8/21/15,NNTbiomarker,Calculate Design Parameters for Biomarker Validation Studies
8/20/15,weirs,A Hydraulics Package to Compute Open-Channel Flow over Weirs
8/19/15,LifeTables,Two-Parameter HMD Model Life Table System
8/19/15,REGENT,Risk Estimation for Genetic and Environmental Traits
8/19/15,spsi,Shape-Preserving Uni-Variate and Bi-Variate Spline Interpolation
8/19/15,STI,Calculation of the Standardized Temperature Index
8/17/15,GeneralOaxaca,Blinder-Oaxaca Decomposition for Generalized Linear Model
8/17/15,LotkasLaw,Runs Lotka's Law which is One of the Special Applications of Zipf's Law
8/16/15,A3,"Accurate, Adaptable, and Accessible Error Metrics for Predictive Models"
8/14/15,diffIRT,Diffusion IRT Models for Response and Response Time Data
8/13/15,ART,Aligned Rank Transform for Nonparametric Factorial Analysis
8/13/15,geospt,Geostatistical Analysis and Design of Optimal Spatial Sampling Networks
8/12/15,MDimNormn,Multi-Dimensional MA Normalization for Plate Effect
8/12/15,mmc,Multivariate Measurement Error Correction
8/11/15,praise,Praise Users
8/10/15,MixMAP,Implements the MixMAP Algorithm
8/10/15,ocomposition,Regression for Rank-Indexed Compositional Data
8/10/15,threg,Threshold Regression
8/9/15,perspectev,Permutation of Species During Turnover Events
8/9/15,rafalib,Convenience Functions for Routine Data Exploration
8/8/15,threewords,Represent Precise Coordinates in Three Words
8/6/15,CTTShiny,Classical Test Theory via Shiny
8/5/15,PCA4TS,Segmenting Multiple Time Series by Contemporaneous Linear Transformation
8/4/15,BenfordTests,Statistical Tests for Evaluating Conformity to Benford's Law
8/4/15,dr,Methods for Dimension Reduction for Regression
8/3/15,transcribeR,Automated Transcription of Audio Files Through the HP IDOL API
7/31/15,Harvest.Tree,Harvest the Classification Tree
7/31/15,IsoGene,Order-Restricted Inference for Microarray Experiments
7/31/15,MRQoL,Minimal Clinically Important Difference and Response Shift Effect for Health-Related Quality of Life
7/31/15,ORCME,Order Restricted Clustering for Microarray Experiments
7/31/15,phonTools,Tools for Phonetic and Acoustic Analyses
7/31/15,rpca,RobustPCA: Decompose a Matrix into Low-Rank and Sparse Components
7/30/15,nortest,Tests for Normality
7/30/15,R2WinBUGS,Running 'WinBUGS' and 'OpenBUGS' from 'R' / 'S-PLUS'
7/29/15,ClamR,Time Series Modeling for Climate Change Proxies
7/29/15,HistogramTools,Utility Functions for R Histograms
7/29/15,pco,Panel Cointegration Tests
7/29/15,RRNA,Secondary Structure Plotting for RNA
7/29/15,twitteR,R Based Twitter Client
7/28/15,base64enc,Tools for base64 encoding
7/28/15,QFRM,Pricing of Vanilla and Exotic Option Contracts
7/28/15,woe,Computes Weight of Evidence and Information Values
7/27/15,dcGOR,Analysis of Ontologies and Protein Domain Annotations
7/27/15,momr,Mining Metaomics Data (MetaOMineR)
7/27/15,phyext2,An Extension (for Package 'SigTree') of Some of the Classes in Package 'phylobase'
7/27/15,qrage,Tools that Create D3 JavaScript Force Directed Graph from R
7/24/15,isotone,Active Set and Generalized PAVA for Isotone Optimization
7/24/15,modMax,Community Structure Detection via Modularity Maximization
7/23/15,BayesComm,Bayesian Community Ecology Analysis
7/23/15,EstHer,Estimation of Heritability in High Dimensional Sparse Linear Mixed Models using Variable Selection
7/23/15,mixPHM,Mixtures of Proportional Hazard Models
7/23/15,RaschSampler,Rasch Sampler
7/23/15,saturnin,Spanning Trees Used for Network Inference
7/23/15,SparseFactorAnalysis,Scaling Count and Binary Data with Sparse Factor Analysis
7/22/15,EMMREML,Fitting Mixed Models with Known Covariance Structures
7/22/15,favnums,A Dataset of Favourite Numbers
